,timestamp,machine,application,pid,message
5537,1972-02-15 02:30:01,ns508880,systemd,-1,StartedSession9942ofuserroot.
5538,1972-02-15 02:40:01,ns508880,systemd,-1,StartedSession9943ofuserroot.
5539,1972-02-15 02:50:02,ns508880,systemd,-1,StartedSession9944ofuserroot.
5540,1972-02-15 03:00:01,ns508880,systemd,-1,StartedSession9945ofuserroot.
5541,1972-02-15 03:01:01,ns508880,systemd,-1,StartedSession9946ofuserroot.
5542,1972-02-15 03:10:01,ns508880,systemd,-1,StartedSession9947ofuserroot.
5543,1972-02-15 03:20:01,ns508880,systemd,-1,StartedSession9948ofuserroot.
5544,1972-02-15 03:30:01,ns508880,systemd,-1,StartedSession9949ofuserroot.
5545,1972-02-15 03:40:01,ns508880,systemd,-1,StartedSession9950ofuserroot.
5546,1972-02-15 03:50:01,ns508880,systemd,-1,StartedSession9951ofuserroot.
5547,1972-02-15 04:00:01,ns508880,systemd,-1,StartedSession9952ofuserroot.
5548,1972-02-15 04:01:01,ns508880,systemd,-1,StartedSession9953ofuserroot.
5549,1972-02-15 04:10:01,ns508880,systemd,-1,StartedSession9954ofuserroot.
5550,1972-02-15 04:20:01,ns508880,systemd,-1,StartedSession9955ofuserroot.
5551,1972-02-15 04:30:01,ns508880,systemd,-1,StartedSession9956ofuserroot.
5552,1972-02-15 04:40:01,ns508880,systemd,-1,StartedSession9957ofuserroot.
5553,1972-02-15 04:50:01,ns508880,systemd,-1,StartedSession9958ofuserroot.
5554,1972-02-15 04:58:08,ns508880,chronyd[945],-1,Selectedsource50.101.251.61
5555,1972-02-15 05:00:01,ns508880,systemd,-1,StartedSession9959ofuserroot.
5556,1972-02-15 05:01:01,ns508880,systemd,-1,StartedSession9960ofuserroot.
5557,1972-02-15 05:10:01,ns508880,systemd,-1,StartedSession9961ofuserroot.
5558,1972-02-15 05:20:01,ns508880,systemd,-1,StartedSession9962ofuserroot.
5559,1972-02-15 05:22:51,ns508880,rsyslogd,-1,
5560,1972-02-15 05:22:51,ns508880,rsyslogd,-1,
5561,1972-02-15 05:30:01,ns508880,systemd,-1,StartedSession9963ofuserroot.
5562,1972-02-15 05:40:01,ns508880,systemd,-1,StartedSession9964ofuserroot.
5563,1972-02-15 05:50:01,ns508880,systemd,-1,StartedSession9965ofuserroot.
5564,1972-02-15 06:00:01,ns508880,systemd,-1,StartedSession9966ofuserroot.
5565,1972-02-15 06:01:01,ns508880,systemd,-1,StartedSession9967ofuserroot.
